Benh,TrieuChung_1,TrieuChung_2,TrieuChung_3,TrieuChung_4,TrieuChung_5,TrieuChung_6,TrieuChung_7,TrieuChung_8
Viêm phế quản,khó thở,ho có đờm,đau ngực,,,,,
Cảm lạnh,nghẹt mũi,hắt hơi,ho,,,,,
Dị ứng,phát ban,hắt hơi,nghẹt mũi,ngứa,chảy nước mắt,,,
Hen suyễn,thở khò khè,đau ngực,ho,đầy hơi,,,,
Thủy đậu,mệt mỏi,phát ban,chán ăn,sốt,ngứa,,,
Tiêu chảy cấp,đau bụng,sốt,buồn nôn,tiêu chảy,,,,
Sốt rét,đổ mồ hôi,đau đầu,sốt cao,,,,,
Sốt xuất huyết,buồn nôn,phát ban,sốt cao,đau sau hốc mắt,chảy máu cam,,,
Tiêu chảy cấp,tiêu chảy,buồn nôn,đau bụng,mất nước,nôn,,,
Thủy đậu,ngứa,sốt,mệt mỏi,,,,,
Cảm lạnh,sổ mũi,nghẹt mũi,hắt hơi,,,,,
Cảm lạnh,nghẹt mũi,hắt hơi,sổ mũi,,,,,
Tiêu chảy cấp,tiêu chảy,đau bụng,nôn,,,,,
Cảm lạnh,sổ mũi,đau họng,hắt hơi,mệt mỏi,nghẹt mũi,ho,,
Đau nửa đầu,nhạy cảm ánh sáng,ho có đờm,đau đầu,,,,,
Viêm xoang,nghẹt mũi,sổ mũi,đau mặt,,,,,
Viêm xoang,đau mặt,nghẹt mũi,sổ mũi,,,,,
Cảm cúm,sốt cao,ho,đau họng,đau nhức cơ,mệt mỏi,,,
Viêm dạ dày,ợ chua,buồn nôn,,,,,,
Thủy đậu,sốt,ngứa,chán ăn,,,,,
Sốt rét,đổ mồ hôi,ớn lạnh,buồn nôn,sốt cao,,,,
Cảm lạnh,đau họng,nghẹt mũi,hắt hơi,,,,,
Sốt rét,đau đầu,sốt cao,mệt mỏi,ớn lạnh,,,,
Viêm phổi,ho có đờm,sốt cao,đau ngực,mệt mỏi,khó thở,,,
Cảm cúm,sốt cao,đau nhức cơ,mệt mỏi,,,,,
Đau nửa đầu,buồn nôn,đau đầu,nhạy cảm ánh sáng,,,,,
Dị ứng,phát ban,chảy nước mắt,ngứa,hắt hơi,,,,
Viêm phế quản,khó thở,ho có đờm,,,,,,
Viêm phế quản,ho có đờm,khó thở,sốt nhẹ,,,,,
Cảm lạnh,đau họng,ho,sổ mũi,hắt hơi,mệt mỏi,nghẹt mũi,,
Viêm xoang,nghẹt mũi,đau đầu,đau mặt,,,,,
Hen suyễn,thở khò khè,đau ngực,,,,,,
Tiêu chảy cấp,buồn nôn,tiêu chảy,đau bụng,nôn,,,,
Sốt xuất huyết,đau khớp,phát ban,đau sau hốc mắt,chảy máu cam,,,,
Sốt xuất huyết,đau đầu,chảy máu cam,sốt cao,đau sau hốc mắt,phát ban,buồn nôn,,
Hen suyễn,ho,thở khò khè,khó thở,,,,,
Viêm xoang,nghẹt mũi,đau mặt,giảm khứu giác,,,,,
Dị ứng,chảy nước mắt,hắt hơi,nghẹt mũi,ngứa,,,,
Viêm họng,ho,khó nuốt,sưng hạch,đau họng,,,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,chảy máu cam,sốt cao,đau khớp,buồn nôn,,
Hen suyễn,khó thở,thở khò khè,ho,,,,,
Cảm lạnh,sổ mũi,nghẹt mũi,hắt hơi,ho,,,,
Cảm lạnh,mệt mỏi,hắt hơi,đau họng,nghẹt mũi,sổ mũi,,,
Viêm xoang,nghẹt mũi,đau mặt,sổ mũi,,,,,
Hen suyễn,thở khò khè,khó thở,đau họng,,,,,
Viêm xoang,đau mặt,giảm khứu giác,nghẹt mũi,đau đầu,,,,
Viêm phế quản,sốt nhẹ,đau khớp,ho có đờm,khó thở,,,,
Dị ứng,ngứa,hắt hơi,chảy nước mắt,phát ban,nghẹt mũi,,,
Cảm cúm,ho,mệt mỏi,đau đầu,sốt cao,đau họng,,,
Viêm dạ dày,nôn,đau bụng,ợ chua,,,,,
Hen suyễn,khó thở,thở khò khè,,,,,,
Viêm họng,ho,đau họng,khó nuốt,,,,,
Cảm lạnh,nghẹt mũi,mệt mỏi,đau họng,sổ mũi,,,,
Đau nửa đầu,nôn,nhạy cảm ánh sáng,đau đầu,buồn nôn,chóng mặt,,,
Sốt rét,sốt cao,ớn lạnh,đổ mồ hôi,đau đầu,,,,
Viêm xoang,đau đầu,đau mặt,nghẹt mũi,,,,,
Tiêu chảy cấp,nôn,buồn nôn,mất nước,tiêu chảy,,,,
Viêm dạ dày,chán ăn,ợ chua,đau bụng,,,,,
Thủy đậu,ngứa,phát ban,sốt,,,,,
Dị ứng,chảy nước mắt,hắt hơi,nghẹt mũi,phát ban,,,,
Cảm cúm,ho,mệt mỏi,sốt cao,ớn lạnh,đau họng,đau nhức cơ,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,sốt cao,đau đầu,buồn nôn,,,
Dị ứng,hắt hơi,ngứa,,,,,,
Tiêu chảy cấp,đau bụng,sốt,tiêu chảy,mất nước,,,,
Viêm họng,sưng hạch,đau họng,khó nuốt,,,,,
Viêm xoang,đau mặt,nghẹt mũi,giảm khứu giác,đau đầu,,,,
Đau nửa đầu,buồn nôn,nhạy cảm ánh sáng,chóng mặt,đau đầu,,,,
Tiêu chảy cấp,tiêu chảy,nôn,mất nước,đau bụng,,,,
Sốt xuất huyết,phát ban,đau đầu,sốt cao,đau sau hốc mắt,,,,
Viêm phổi,mệt mỏi,ớn lạnh,khó thở,ho có đờm,sốt cao,đau ngực,,
Tiêu chảy cấp,tiêu chảy,đau bụng,buồn nôn,nôn,,,,
Đau nửa đầu,buồn nôn,đau đầu,,,,,,
Hen suyễn,thở khò khè,,,,,,,
Sốt xuất huyết,phát ban,đau sau hốc mắt,buồn nôn,sốt cao,,,,
Cảm lạnh,nghẹt mũi,mệt mỏi,sổ mũi,hắt hơi,,,,
Sốt xuất huyết,đau khớp,phát ban,sốt cao,đau sau hốc mắt,chảy máu cam,đau đầu,buồn nôn,
Viêm xoang,nghẹt mũi,đau mặt,giảm khứu giác,,,,,
Viêm phổi,sốt cao,đau ngực,mệt mỏi,ho có đờm,khó thở,chảy máu cam,,
Viêm dạ dày,đau bụng,ợ chua,buồn nôn,đầy hơi,,,,
Sốt rét,đổ mồ hôi,sốt nhẹ,ớn lạnh,mệt mỏi,,,,
Sốt rét,đau đầu,sốt cao,đổ mồ hôi,ớn lạnh,,,,
Sốt rét,ớn lạnh,mệt mỏi,sốt cao,đau đầu,buồn nôn,,,
Đau nửa đầu,nhạy cảm ánh sáng,chóng mặt,đau đầu,,,,,
Viêm dạ dày,ợ chua,đầy hơi,,,,,,
Viêm phổi,khó thở,ho có đờm,sốt cao,,,,,
Dị ứng,nghẹt mũi,hắt hơi,ngứa,,,,,
Viêm họng,khó nuốt,ho,đau họng,sốt,,,,
Cảm cúm,đau đầu,đau nhức cơ,mệt mỏi,sốt cao,ớn lạnh,,,
Viêm xoang,đau nhức cơ,đau mặt,nghẹt mũi,sổ mũi,,,,
Hen suyễn,khó thở,thở khò khè,đau ngực,ho,,,,
Viêm họng,sưng hạch,đau họng,khó nuốt,ho,,,,
Thủy đậu,sốt,phát ban,ngứa,chán ăn,,,,
Đau nửa đầu,nhạy cảm ánh sáng,nôn,đau đầu,,,,,
Tiêu chảy cấp,sốt cao,nôn,tiêu chảy,,,,,
Cảm lạnh,sổ mũi,hắt hơi,đau họng,,,,,
Cảm lạnh,ho,hắt hơi,nghẹt mũi,sổ mũi,,,,
Thủy đậu,chán ăn,ngứa,sốt,phát ban,,,,
Cảm cúm,đau nhức cơ,ớn lạnh,đau họng,mệt mỏi,ho,,,
Viêm họng,sốt,sưng hạch,khó nuốt,ho,đau họng,,,
Viêm họng,ho,đau họng,sưng hạch,,,,,
Viêm dạ dày,sốt cao,ợ chua,đau bụng,,,,,
Tiêu chảy cấp,tiêu chảy,mất nước,đau bụng,,,,,
Sốt rét,sốt cao,ớn lạnh,đau đầu,,,,,
Thủy đậu,phát ban,ngứa,sốt,,,,,
Viêm phế quản,khó thở,sốt nhẹ,ho có đờm,,,,,
Hen suyễn,khó thở,thở khò khè,ho,,,,,
Viêm họng,đau họng,sốt,khó nuốt,,,,,
Viêm phổi,mệt mỏi,ho có đờm,đau ngực,sốt cao,chóng mặt,,,
Cảm cúm,đau đầu,sốt cao,mệt mỏi,đau nhức cơ,,,,
Dị ứng,ngứa,chảy nước mắt,hắt hơi,,,,,
Tiêu chảy cấp,sốt,hắt hơi,tiêu chảy,nôn,đau bụng,mất nước,,
Viêm phế quản,đau ngực,sốt nhẹ,khó thở,mệt mỏi,,,,
Cảm cúm,đau nhức cơ,ho,mệt mỏi,đau đầu,ớn lạnh,,,
Sốt rét,sốt,đổ mồ hôi,mệt mỏi,sốt cao,đau đầu,ớn lạnh,,
Viêm xoang,giảm khứu giác,đau mặt,nghẹt mũi,sưng hạch,,,,
Đau nửa đầu,đau đầu,chóng mặt,buồn nôn,nhạy cảm ánh sáng,,,,
Cảm cúm,sốt cao,ớn lạnh,ho,đau họng,mệt mỏi,,,
Cảm cúm,đau nhức cơ,đau họng,ho,mệt mỏi,đau đầu,sốt cao,,
Cảm lạnh,hắt hơi,đau bụng,nghẹt mũi,ho,sổ mũi,,,
Thủy đậu,ngứa,phát ban,mệt mỏi,,,,,
Viêm phổi,đau ngực,ho có đờm,mệt mỏi,sốt cao,,,,
Viêm xoang,sổ mũi,nghẹt mũi,đau đầu,giảm khứu giác,đau mặt,,,
Thủy đậu,ngứa,chán ăn,sốt,,,,,
Sốt xuất huyết,phát ban,buồn nôn,đau sau hốc mắt,sốt cao,đau đầu,đau khớp,,
Dị ứng,hắt hơi,ngứa,nghẹt mũi,,,,,
Sốt rét,sốt cao,buồn nôn,mệt mỏi,ớn lạnh,đổ mồ hôi,đau đầu,,
Dị ứng,chảy nước mắt,hắt hơi,ngứa,,,,,
Sốt xuất huyết,sốt cao,chảy máu cam,phát ban,đau sau hốc mắt,đau đầu,buồn nôn,,
Viêm phế quản,mệt mỏi,khó thở,sốt nhẹ,ho có đờm,,,,
Cảm cúm,đau họng,ớn lạnh,sốt cao,đau nhức cơ,mệt mỏi,,,
Sốt rét,đổ mồ hôi,sốt cao,ớn lạnh,,,,,
Đau nửa đầu,chóng mặt,đau đầu,nhạy cảm ánh sáng,buồn nôn,,,,
Viêm họng,sốt,đổ mồ hôi,khó nuốt,đau họng,,,,
Sốt rét,ớn lạnh,đau đầu,đổ mồ hôi,sốt cao,,,,
Viêm dạ dày,đầy hơi,chán ăn,ợ chua,đau bụng,,,,
Hen suyễn,thở khò khè,đau ngực,khó thở,,,,,
Viêm họng,sốt,ho,khó nuốt,đau họng,sưng hạch,,,
Sốt xuất huyết,sốt cao,chảy máu cam,đau khớp,đau sau hốc mắt,phát ban,,,
Tiêu chảy cấp,tiêu chảy,nôn,buồn nôn,sốt,đau bụng,,,
Cảm lạnh,sổ mũi,hắt hơi,đau họng,nghẹt mũi,,,,
Viêm họng,đau họng,khó nuốt,sưng hạch,,,,,
Viêm phổi,ho có đờm,khó thở,ớn lạnh,sốt cao,,,,
Tiêu chảy cấp,đau bụng,ngứa,tiêu chảy,mất nước,sốt,,,
Sốt xuất huyết,chảy máu cam,sốt cao,phát ban,đau sau hốc mắt,buồn nôn,đau đầu,,
Thủy đậu,phát ban,,,,,,,
Cảm cúm,đau đầu,nhạy cảm ánh sáng,ớn lạnh,đau nhức cơ,mệt mỏi,sốt cao,,
Cảm cúm,sốt cao,đau nhức cơ,,,,,,
Viêm phổi,khó thở,sốt cao,ho có đờm,,,,,
Viêm phế quản,ho có đờm,đau ngực,sưng hạch,khó thở,,,,
Sốt xuất huyết,sốt cao,đau sau hốc mắt,phát ban,chảy máu cam,buồn nôn,,,
Đau nửa đầu,chóng mặt,buồn nôn,nhạy cảm ánh sáng,đau đầu,,,,
Cảm cúm,sốt cao,đau nhức cơ,mệt mỏi,,,,,
Viêm phổi,khó thở,ho có đờm,mệt mỏi,ớn lạnh,sốt cao,,,
Thủy đậu,mệt mỏi,phát ban,ngứa,chán ăn,,,,
Sốt xuất huyết,đau đầu,phát ban,đau sau hốc mắt,sốt cao,đau khớp,,,
Đau nửa đầu,buồn nôn,nhạy cảm ánh sáng,đau đầu,,,,,
Tiêu chảy cấp,buồn nôn,đau bụng,tiêu chảy,,,,,
Viêm dạ dày,buồn nôn,ợ chua,đầy hơi,đau bụng,,,,
Viêm dạ dày,đau bụng,ợ chua,đầy hơi,,,,,
Viêm xoang,đau đầu,nghẹt mũi,sổ mũi,,,,,
Cảm cúm,sốt cao,mệt mỏi,đau nhức cơ,,,,,
Cảm cúm,sốt cao,đau họng,đau nhức cơ,ho,mệt mỏi,,,
Viêm họng,khó nuốt,,,,,,,
Tiêu chảy cấp,nôn,tiêu chảy,buồn nôn,đau bụng,sốt,,,
Hen suyễn,khó thở,ho,thở khò khè,,,,,
Sốt rét,sốt cao,ớn lạnh,đau đầu,buồn nôn,đổ mồ hôi,,,
Viêm phổi,ho có đờm,khó thở,sốt cao,đau ngực,,,,
Viêm họng,ho,khó nuốt,đau họng,,,,,
Sốt rét,đổ mồ hôi,mệt mỏi,sốt cao,,,,,
Thủy đậu,phát ban,ngứa,chán ăn,,,,,
Dị ứng,phát ban,ngứa,đau đầu,nghẹt mũi,,,,
Sốt xuất huyết,đau sau hốc mắt,phát ban,chảy máu cam,sốt cao,,,,
Dị ứng,nghẹt mũi,hắt hơi,ngứa,,,,,
Cảm lạnh,sổ mũi,ho,nghẹt mũi,ợ chua,,,,
Hen suyễn,ho,khó thở,đau ngực,,,,,
Dị ứng,buồn nôn,phát ban,hắt hơi,chảy nước mắt,ngứa,,,
Viêm họng,đau họng,ho,sốt,sưng hạch,khó nuốt,,,
Viêm dạ dày,đau bụng,buồn nôn,đầy hơi,nôn,ợ chua,,,
Viêm dạ dày,ợ chua,đau bụng,chán ăn,,,,,
Viêm họng,đau họng,khó nuốt,hắt hơi,sưng hạch,sốt,,,
Dị ứng,ngứa,chảy nước mắt,hắt hơi,nghẹt mũi,,,,
Đau nửa đầu,nhạy cảm ánh sáng,đau đầu,,,,,,
Cảm cúm,ớn lạnh,mệt mỏi,sốt cao,đau nhức cơ,đau đầu,đau họng,,
Viêm họng,đau họng,khó nuốt,,,,,,
Viêm dạ dày,buồn nôn,chán ăn,đầy hơi,đau bụng,ợ chua,,,
Hen suyễn,đau ngực,khó thở,đau đầu,ho,thở khò khè,,,
Viêm xoang,giảm khứu giác,đau đầu,nghẹt mũi,sưng hạch,đau mặt,,,
Tiêu chảy cấp,tiêu chảy,mất nước,nôn,,,,,
Sốt rét,sốt cao,ớn lạnh,đổ mồ hôi,buồn nôn,,,,
Cảm lạnh,hắt hơi,mệt mỏi,nghẹt mũi,ho,sổ mũi,,,
Hen suyễn,khó thở,đau ngực,thở khò khè,,,,,
Sốt rét,sốt cao,đổ mồ hôi,buồn nôn,ớn lạnh,,,,
Hen suyễn,khó thở,thở khò khè,đau ngực,,,,,
Sốt rét,buồn nôn,đổ mồ hôi,sốt cao,mệt mỏi,,,,
Tiêu chảy cấp,đau bụng,nôn,buồn nôn,mất nước,,,,
Viêm xoang,đau mặt,nghẹt mũi,sổ mũi,,,,,
Viêm phế quản,sốt nhẹ,mệt mỏi,khó thở,ho có đờm,,,,
Cảm cúm,ớn lạnh,sốt cao,đau nhức cơ,mệt mỏi,chán ăn,,,
Sốt rét,ớn lạnh,nghẹt mũi,đổ mồ hôi,buồn nôn,,,,
Hen suyễn,thở khò khè,khó thở,,,,,,
Viêm dạ dày,đau bụng,đầy hơi,buồn nôn,nôn,,,,
Tiêu chảy cấp,đau bụng,tiêu chảy,mất nước,buồn nôn,sốt,,,
Viêm xoang,giảm khứu giác,sổ mũi,nghẹt mũi,đau đầu,đau mặt,,,
Cảm cúm,đau nhức cơ,mệt mỏi,đau họng,ho,đau đầu,sốt cao,,
Thủy đậu,chán ăn,ngứa,,,,,,
Viêm xoang,đau đầu,sổ mũi,đau mặt,nghẹt mũi,,,,
Viêm phổi,khó thở,sốt cao,ớn lạnh,ho có đờm,đau ngực,,,
Viêm xoang,nghẹt mũi,giảm khứu giác,đau đầu,đau mặt,,,,
Sốt xuất huyết,sốt cao,phát ban,buồn nôn,đau sau hốc mắt,,,,
Viêm phổi,đau ngực,sốt cao,ho có đờm,ớn lạnh,mệt mỏi,,,
Sốt rét,buồn nôn,sốt cao,chóng mặt,đổ mồ hôi,,,,
Dị ứng,ngứa,hắt hơi,nghẹt mũi,phát ban,,,,
Tiêu chảy cấp,mất nước,buồn nôn,đau bụng,sốt,nôn,tiêu chảy,,
Viêm họng,ho,đau họng,khó nuốt,sưng hạch,,,,
Đau nửa đầu,nôn,đau đầu,chóng mặt,nhạy cảm ánh sáng,,,,
Đau nửa đầu,chóng mặt,nhạy cảm ánh sáng,đau đầu,,,,,
Viêm phổi,mệt mỏi,khó thở,đau ngực,ho có đờm,sốt cao,,,
Viêm phổi,hắt hơi,đau ngực,ớn lạnh,khó thở,ho có đờm,sốt cao,,
Thủy đậu,chán ăn,phát ban,ngứa,,,,,
Sốt xuất huyết,phát ban,đau khớp,đau đầu,sốt cao,thở khò khè,đau sau hốc mắt,,
Viêm phế quản,ho có đờm,khó thở,sốt nhẹ,đau ngực,mệt mỏi,,,
Viêm phế quản,mệt mỏi,sốt nhẹ,ho có đờm,khó thở,,,,
Viêm phổi,mệt mỏi,khó thở,sốt cao,ho có đờm,,,,
Viêm phế quản,khó thở,ho có đờm,,,,,,
Viêm họng,đau họng,khó nuốt,sưng hạch,sốt,,,,
Cảm lạnh,sổ mũi,ho,đau họng,nghẹt mũi,hắt hơi,,,
Viêm phế quản,khó thở,ho có đờm,,,,,,
Viêm phế quản,đau ngực,ho có đờm,mệt mỏi,khó thở,sốt nhẹ,,,
Viêm phổi,sốt cao,đau ngực,khó thở,ho có đờm,,,,
Sốt rét,sốt cao,ớn lạnh,đổ mồ hôi,đau đầu,mệt mỏi,buồn nôn,,
Cảm cúm,đau nhức cơ,chóng mặt,mệt mỏi,sốt cao,ho,đau đầu,,
Cảm cúm,mệt mỏi,đau nhức cơ,ớn lạnh,đau họng,sốt cao,,,
Viêm họng,đau họng,ho,khó nuốt,,,,,
Đau nửa đầu,chóng mặt,đau đầu,buồn nôn,nhạy cảm ánh sáng,,,,
Viêm xoang,đau mặt,đau đầu,sổ mũi,giảm khứu giác,nghẹt mũi,,,
Viêm phế quản,sốt nhẹ,ho có đờm,mệt mỏi,khó thở,đau ngực,,,
Viêm dạ dày,đầy hơi,đau bụng,nôn,ợ chua,chán ăn,,,
Cảm cúm,sốt cao,đau nhức cơ,đau đầu,ớn lạnh,mệt mỏi,,,
Tiêu chảy cấp,tiêu chảy,đau bụng,mất nước,,,,,
Viêm xoang,đau mặt,sổ mũi,giảm khứu giác,nghẹt mũi,,,,
Cảm cúm,sốt cao,ớn lạnh,đau nhức cơ,mệt mỏi,ho,,,
Cảm lạnh,đau họng,sổ mũi,hắt hơi,nghẹt mũi,,,,
Viêm phổi,sốt cao,khó thở,ho có đờm,ớn lạnh,,,,
Viêm họng,sưng hạch,khó nuốt,đau họng,,,,,
Cảm cúm,mệt mỏi,đau đầu,sốt cao,đầy hơi,đau nhức cơ,,,
Cảm lạnh,nghẹt mũi,sổ mũi,hắt hơi,mệt mỏi,ho,,,
Sốt rét,đổ mồ hôi,ớn lạnh,sốt cao,đau đầu,,,,
Dị ứng,phát ban,đau họng,nghẹt mũi,ngứa,hắt hơi,,,
Sốt xuất huyết,đau sau hốc mắt,phát ban,sốt cao,,,,,
Cảm cúm,mệt mỏi,đau nhức cơ,đau đầu,sốt cao,,,,
Dị ứng,phát ban,ngứa,hắt hơi,,,,,
Đau nửa đầu,nôn,buồn nôn,đau đầu,nhạy cảm ánh sáng,chóng mặt,,,
Viêm phổi,sốt cao,đau ngực,khó thở,mệt mỏi,ho có đờm,,,
Sốt xuất huyết,đau khớp,đau sau hốc mắt,đau đầu,sốt cao,phát ban,,,
Viêm phế quản,sốt nhẹ,ho có đờm,khó thở,,,,,
Dị ứng,nghẹt mũi,chảy nước mắt,phát ban,ngứa,hắt hơi,,,
Viêm họng,khó nuốt,đau họng,sốt,,,,,
Tiêu chảy cấp,đau bụng,sốt,,,,,,
Thủy đậu,mệt mỏi,phát ban,chán ăn,sốt,,,,
Cảm cúm,ớn lạnh,ngứa,sốt cao,mệt mỏi,đau đầu,đau nhức cơ,,
Hen suyễn,ho,thở khò khè,đau ngực,sốt,khó thở,,,
Đau nửa đầu,nhạy cảm ánh sáng,chóng mặt,đau đầu,,,,,
Thủy đậu,ngứa,chán ăn,sốt,phát ban,,,,
Viêm họng,sốt,khó nuốt,đau họng,sưng hạch,,,,
Cảm cúm,đau nhức cơ,sốt cao,mệt mỏi,ho,đau đầu,,,
Viêm phế quản,ho có đờm,khó thở,mệt mỏi,,,,,
Viêm phổi,khó thở,ho có đờm,ớn lạnh,mệt mỏi,sốt cao,,,
Dị ứng,hắt hơi,,,,,,,
Viêm phế quản,đau ngực,mệt mỏi,ho có đờm,,,,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,nôn,,,,,
Dị ứng,nghẹt mũi,ngứa,hắt hơi,,,,,
Viêm phổi,khó thở,khó nuốt,ho có đờm,sốt cao,,,,
Cảm cúm,sốt cao,mệt mỏi,đau họng,sưng hạch,đau đầu,đau nhức cơ,ho,
Sốt rét,ớn lạnh,đổ mồ hôi,mệt mỏi,buồn nôn,sốt cao,,,
Thủy đậu,ngứa,chảy máu cam,sốt,chán ăn,phát ban,,,
Hen suyễn,thở khò khè,khó thở,,,,,,
Cảm lạnh,hắt hơi,nghẹt mũi,mệt mỏi,sổ mũi,chóng mặt,,,
Sốt xuất huyết,chảy máu cam,đau đầu,đau sau hốc mắt,phát ban,,,,
Hen suyễn,ho,khó thở,thở khò khè,,,,,
Viêm dạ dày,ợ chua,đau bụng,chán ăn,,,,,
Đau nửa đầu,đau đầu,chóng mặt,,,,,,
Viêm xoang,đau mặt,giảm khứu giác,nghẹt mũi,,,,,
Viêm dạ dày,đầy hơi,ợ chua,đau bụng,,,,,
Viêm xoang,giảm khứu giác,sổ mũi,đau mặt,nghẹt mũi,,,,
Hen suyễn,đau ngực,khó thở,thở khò khè,,,,,
Viêm họng,ho,sốt,khó nuốt,đau họng,,,,
Tiêu chảy cấp,buồn nôn,tiêu chảy,ớn lạnh,mất nước,đau bụng,,,
Cảm cúm,mệt mỏi,đau đầu,sốt cao,ho,đau nhức cơ,đau họng,ớn lạnh,
Viêm phổi,ho có đờm,ớn lạnh,khó thở,sốt cao,,,,
Viêm phế quản,sốt nhẹ,ho có đờm,khó thở,mệt mỏi,,,,
Viêm phế quản,khó thở,ho có đờm,,,,,,
Viêm dạ dày,đau bụng,nôn,buồn nôn,ợ chua,,,,
Viêm họng,sưng hạch,ho,đau họng,khó nuốt,,,,
Thủy đậu,mệt mỏi,ngứa,phát ban,,,,,
Viêm xoang,đau mặt,đau đầu,nghẹt mũi,,,,,
Dị ứng,ngứa,nghẹt mũi,hắt hơi,,,,,
Viêm phế quản,ho có đờm,,,,,,,
Đau nửa đầu,đau đầu,nhạy cảm ánh sáng,,,,,,
Viêm phổi,ho có đờm,ớn lạnh,sốt cao,khó thở,đau ngực,,,
Thủy đậu,phát ban,sốt,chán ăn,mệt mỏi,ngứa,,,
Dị ứng,hắt hơi,ngứa,phát ban,,,,,
Sốt xuất huyết,sốt cao,phát ban,đau bụng,đau sau hốc mắt,chảy máu cam,,,
Hen suyễn,thở khò khè,khó thở,đau mặt,,,,,
Cảm lạnh,hắt hơi,đau họng,sổ mũi,nghẹt mũi,ho,,,
Viêm phổi,khó thở,ho có đờm,ớn lạnh,mệt mỏi,đau ngực,sốt cao,,
Cảm lạnh,ho,nghẹt mũi,sổ mũi,hắt hơi,đau họng,,,
Cảm cúm,đau đầu,đau họng,đau nhức cơ,sốt cao,ớn lạnh,ho,mệt mỏi,
Dị ứng,ngứa,hắt hơi,,,,,,
Viêm xoang,nghẹt mũi,sổ mũi,đau đầu,,,,,
Đau nửa đầu,buồn nôn,nhạy cảm ánh sáng,đau đầu,,,,,
Tiêu chảy cấp,mất nước,sốt,đau bụng,tiêu chảy,,,,
Sốt xuất huyết,phát ban,đau đầu,sốt cao,,,,,
Cảm cúm,mệt mỏi,ớn lạnh,ho,sốt cao,đau nhức cơ,đau đầu,,
Cảm cúm,sốt cao,đau họng,mệt mỏi,ho,,,,
Viêm phổi,ho có đờm,sốt cao,ớn lạnh,đau ngực,khó thở,,,
Sốt rét,đổ mồ hôi,ớn lạnh,sốt cao,,,,,
Hen suyễn,khó thở,ho,thở khò khè,,,,,
Đau nửa đầu,buồn nôn,nhạy cảm ánh sáng,đau đầu,nôn,,,,
Hen suyễn,ho,đau ngực,khó thở,,,,,
Thủy đậu,ngứa,phát ban,mệt mỏi,,,,,
Sốt xuất huyết,đau sau hốc mắt,đau đầu,chảy máu cam,sốt cao,đau khớp,phát ban,,
Cảm lạnh,nghẹt mũi,ho,hắt hơi,sổ mũi,,,,
Dị ứng,hắt hơi,phát ban,ngứa,,,,,
Thủy đậu,sốt,phát ban,ngứa,,,,,
Cảm cúm,đau nhức cơ,ho,đau họng,mệt mỏi,,,,
Viêm xoang,sổ mũi,đau mặt,giảm khứu giác,nghẹt mũi,,,,
Dị ứng,ngứa,phát ban,hắt hơi,chảy nước mắt,,,,
Hen suyễn,đau họng,đau ngực,khó thở,,,,,
Dị ứng,chảy nước mắt,phát ban,hắt hơi,,,,,
Viêm họng,đau họng,khó nuốt,sưng hạch,ho,,,,
Viêm xoang,nghẹt mũi,đau đầu,đau mặt,sổ mũi,,,,
Hen suyễn,ho,đau ngực,thở khò khè,khó thở,,,,
Viêm xoang,sổ mũi,nghẹt mũi,đau mặt,,,,,
Tiêu chảy cấp,buồn nôn,đau bụng,mất nước,tiêu chảy,sốt,,,
Viêm phế quản,ho có đờm,khó thở,,,,,,
Dị ứng,hắt hơi,ngứa,,,,,,
Thủy đậu,ngứa,sốt,chán ăn,phát ban,,,,
Cảm cúm,sốt cao,mệt mỏi,ớn lạnh,đau nhức cơ,ho,đau họng,,
Viêm phế quản,mệt mỏi,khó thở,sốt nhẹ,đau ngực,,,,
Sốt xuất huyết,đau sau hốc mắt,phát ban,sốt cao,chảy máu cam,,,,
Hen suyễn,khó thở,,,,,,,
Dị ứng,nghẹt mũi,ngứa,hắt hơi,,,,,
Viêm xoang,giảm khứu giác,đau mặt,đau nhức cơ,đau đầu,nghẹt mũi,,,
Cảm cúm,sốt cao,đau đầu,đau nhức cơ,mệt mỏi,ho,,,
Tiêu chảy cấp,mất nước,đau bụng,sốt,tiêu chảy,nôn,,,
Dị ứng,ngứa,phát ban,hắt hơi,,,,,
Viêm dạ dày,chán ăn,buồn nôn,nôn,ợ chua,đau bụng,,,
Dị ứng,ngứa,chảy nước mắt,hắt hơi,,,,,
Viêm phổi,ớn lạnh,sốt cao,ho có đờm,khó thở,đau ngực,mệt mỏi,,
Đau nửa đầu,chóng mặt,nhạy cảm ánh sáng,đau đầu,,,,,
Viêm phổi,ho có đờm,đau ngực,khó thở,,,,,
Cảm lạnh,hắt hơi,ho,sổ mũi,nghẹt mũi,đau họng,,,
Cảm cúm,sốt cao,mệt mỏi,ho,đau nhức cơ,ớn lạnh,,,
Dị ứng,phát ban,chảy nước mắt,nghẹt mũi,ngứa,hắt hơi,,,
Viêm phế quản,khó thở,ho có đờm,mệt mỏi,đau ngực,,,,
Cảm lạnh,ho,nghẹt mũi,hắt hơi,sổ mũi,,,,
Tiêu chảy cấp,mất nước,tiêu chảy,nôn,đau bụng,,,,
Viêm dạ dày,ợ chua,đau họng,đầy hơi,đau bụng,,,,
